City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Tatarsk,RU,55.219,75.9828,51.73,86,48,7.23,scattered clouds
346,Maceio,BR,-9.6658,-35.7353,74.64,88,100,11.5,mist
347,Montego Bay,JM,18.4712,-77.9188,76.8,100,75,5.75,thunderstorm with light rain
348,Kangaatsiaq,GL,68.3065,-53.4641,40.59,94,100,9.28,overcast clouds
349,Tigil,RU,57.8,158.6667,63.73,44,0,3.49,clear sky
350,Bushehr,IR,28.9684,50.8385,87.89,79,4,0.0,clear sky
351,Nyurba,RU,63.2842,118.3319,64.42,85,100,3.31,overcast clouds
352,Hasaki,JP,35.7333,140.8333,79.29,79,0,18.1,clear sky
353,Nishihara,JP,26.1842,127.7558,85.28,87,75,12.66,mist
354,Camacha,PT,33.0833,-16.3333,67.42,73,75,11.5,broken clouds
355,Georgiyevka,KZ,43.0369,74.7114,73.44,43,0,2.24,clear sky
356,Hervey Bay,AU,-25.2986,152.8535,63.27,77,100,18.43,overcast clouds
357,Inuvik,CA,68.3499,-133.7218,77.76,35,75,6.91,broken clouds
358,Kitimat,CA,54.0524,-128.6534,73.78,58,69,1.99,broken clouds
359,Sur,OM,22.5667,59.5289,86.76,68,87,10.58,overcast clouds
360,Desaguadero,PE,-16.5656,-69.0417,51.98,26,0,9.04,clear sky
361,Natchitoches,US,31.7668,-93.1335,81.45,35,56,6.46,broken clouds
362,Kununurra,AU,-15.7667,128.7333,49.98,87,33,0.0,scattered clouds
363,Lompoc,US,34.6391,-120.4579,87.94,70,0,21.0,clear sky
364,Lerwick,GB,60.1545,-1.1494,50.0,76,100,9.42,overcast clouds
365,Channel-Port Aux Basques,CA,47.5702,-59.1367,62.19,99,99,13.33,overcast clouds
366,Avera,US,33.194,-82.5271,90.55,60,100,7.18,overcast clouds
367,Boralday,KZ,43.3578,76.8594,73.26,35,20,4.47,few clouds
368,Basco,PH,20.4487,121.9702,85.1,74,28,8.08,scattered clouds
369,Angoche,MZ,-16.2325,39.9086,71.71,75,3,5.84,clear sky
370,Kinsale,IE,51.7075,-8.5306,62.24,100,75,5.75,broken clouds
371,Minab,IR,27.1467,57.0801,89.47,71,100,9.37,overcast clouds
372,Arona,ES,28.0996,-16.681,73.02,73,0,4.61,clear sky
373,Suslonger,RU,56.3156,48.2531,61.72,80,20,2.08,few clouds
374,Vuktyl,RU,63.8567,57.3094,43.7,82,59,1.52,broken clouds
375,San Carlos De Bariloche,AR,-41.1456,-71.3082,39.43,59,100,3.44,light rain and snow
376,Maragogi,BR,-9.0122,-35.2225,74.55,85,100,8.97,overcast clouds
377,Tessalit,ML,20.1986,1.0114,96.48,19,21,7.29,few clouds
378,Roswell,US,34.0232,-84.3616,91.58,71,0,8.05,clear sky
379,Gorom-Gorom,BF,14.4439,-0.2361,90.88,41,49,7.34,scattered clouds
380,Henties Bay,NA,-22.116,14.2845,58.28,79,0,6.35,clear sky
381,Abashiri,JP,44.0213,144.2697,58.24,97,100,5.08,light rain
382,Tsabong,BW,-26.0217,22.401,61.77,36,4,5.37,clear sky
383,Ojinaga,MX,29.5667,-104.4167,102.58,30,40,9.22,scattered clouds
384,Dongsheng,CN,39.8161,109.9776,62.92,50,0,7.92,clear sky
385,Turbat,PK,26.0023,63.044,84.0,75,100,6.2,overcast clouds
386,Novoselitskoye,RU,44.7508,43.4369,67.55,69,98,5.37,overcast clouds
387,Ippy,CF,6.2679,21.2247,67.55,98,100,2.57,overcast clouds
388,Bambous Virieux,MU,-20.3428,57.7575,67.21,88,75,6.91,light rain
389,Buchanan,LR,5.8808,-10.0467,75.6,80,49,8.3,scattered clouds
390,Goderich,CA,43.7501,-81.7165,81.91,54,0,8.05,clear sky
391,Beringovskiy,RU,63.05,179.3167,47.61,85,100,10.67,overcast clouds
392,Kalmunai,LK,7.4167,81.8167,78.53,87,96,5.82,overcast clouds
393,Tahoua,NE,14.8888,5.2692,73.45,90,100,5.17,heavy intensity rain
394,Palmer,US,42.1584,-72.3287,92.8,42,20,12.66,few clouds
395,Mirador,BR,-6.3708,-44.3631,82.08,38,100,3.74,overcast clouds
396,Gamba,GA,-2.65,10.0,68.58,87,25,6.64,scattered clouds
397,Gillette,US,44.2911,-105.5022,99.1,11,0,13.8,clear sky
398,Naze,JP,28.3667,129.4833,77.92,79,32,6.58,scattered clouds
399,Ambunti,PG,-4.2365,142.8448,75.27,96,29,0.38,scattered clouds
400,Flinders,AU,-34.5833,150.8552,52.18,93,74,7.0,broken clouds
401,Buckeye,US,33.3703,-112.5838,114.12,18,100,9.22,overcast clouds
402,Ust-Kuyga,RU,70.0167,135.6,68.29,51,14,2.51,few clouds
403,Nalut,LY,30.3333,10.85,82.38,22,0,15.19,clear sky
404,Murray Bridge,AU,-35.1167,139.2667,53.33,86,100,6.89,overcast clouds
405,Tsaratanana,MG,-16.7833,47.65,63.03,75,0,10.65,clear sky
406,Luderitz,NA,-26.6481,15.1594,58.6,68,60,14.23,broken clouds
407,Burns Lake,CA,54.2331,-125.7533,69.22,33,20,5.97,few clouds
408,Olinda,BR,-8.0089,-34.8553,74.93,83,75,4.61,broken clouds
409,Luganville,VU,-15.5333,167.1667,80.87,81,61,11.59,broken clouds
410,Clyde River,CA,70.4692,-68.5914,57.43,58,75,12.66,broken clouds
411,Jaffrey,US,42.814,-72.0231,89.96,46,20,9.22,few clouds
412,Along,IN,28.1667,94.7667,75.97,83,100,1.61,overcast clouds
413,Krasnoselkup,RU,65.7,82.4667,50.0,94,84,9.69,broken clouds
414,Sukaraja,ID,-7.4519,108.1944,72.07,96,100,1.43,overcast clouds
415,Lubango,AO,-14.9172,13.4925,58.53,31,1,4.54,clear sky
416,Atar,MR,20.5169,-13.0499,88.43,48,90,3.74,overcast clouds
417,Lasa,IT,46.6166,10.7002,74.28,82,88,1.95,overcast clouds
418,Pecos,US,31.4229,-103.4932,102.29,21,0,14.97,clear sky
419,Rivadavia,AR,-33.1905,-68.4608,60.04,31,19,3.62,few clouds
420,Mehamn,NO,71.0357,27.8492,53.55,82,75,14.97,broken clouds
421,Castlebar,IE,53.85,-9.3,60.58,91,100,5.99,overcast clouds
422,Jalu,LY,29.0331,21.5482,78.75,51,0,14.74,clear sky
423,Rundu,NA,-17.9333,19.7667,58.51,51,6,7.14,clear sky
424,Pangody,RU,65.85,74.4859,46.17,89,100,2.42,overcast clouds
425,Porterville,US,36.0652,-119.0168,102.52,18,0,8.05,clear sky
426,Poum,NC,-20.2333,164.0167,77.4,82,98,20.76,overcast clouds
427,Balaka,MW,-14.9793,34.9558,66.11,52,79,1.79,broken clouds
428,Brae,GB,60.3964,-1.353,51.37,75,100,8.41,overcast clouds
429,Astana,KZ,51.1801,71.446,60.75,67,0,4.47,clear sky
430,Athabasca,CA,54.7169,-113.2854,66.61,67,84,10.13,broken clouds
431,Katherine,AU,-14.4667,132.2667,50.32,50,3,5.75,clear sky
432,Tandahimba,TZ,-10.75,39.6333,61.95,98,1,3.38,clear sky
433,Vredendal,ZA,-31.6683,18.5012,51.94,87,100,4.09,overcast clouds
434,Saint-Leu,RE,-21.15,55.2833,68.32,71,2,0.16,clear sky
435,Neryungri,RU,56.6709,124.6491,66.67,76,99,4.9,overcast clouds
436,Dhanwar,IN,24.4167,85.9833,79.2,86,97,6.58,overcast clouds
437,Livingstonia,MW,-10.606,34.1063,57.45,73,3,2.77,clear sky
438,Cayenne,GF,4.9333,-52.3333,84.24,15,0,4.61,clear sky
439,Klyuchi,RU,52.2667,79.1667,60.26,75,10,6.31,clear sky
440,Cam Ranh,VN,11.9214,109.1591,76.96,83,20,3.44,few clouds
441,Harper,LR,4.375,-7.7169,75.13,71,70,9.4,broken clouds
442,Huambo,AO,-12.7761,15.7392,63.91,31,94,1.81,overcast clouds
443,Lagoa,PT,39.05,-27.9833,72.18,91,100,8.66,overcast clouds
444,Mayo,US,38.8876,-76.5119,97.11,59,0,11.5,clear sky
445,Linxia,CN,35.6003,103.2064,55.17,60,0,5.3,clear sky
446,Taicheng,CN,38.731,113.228,56.75,74,0,2.21,clear sky
447,Gimli,CA,50.6336,-96.9907,72.46,57,26,9.6,scattered clouds
448,Belawan,ID,3.7755,98.6832,79.09,92,71,4.79,broken clouds
449,Dehui,CN,44.5333,125.7,67.62,85,3,5.17,moderate rain
450,Kamaishi,JP,39.2667,141.8833,74.59,94,51,2.77,broken clouds
451,Chihuahua,MX,28.5,-106.0,90.19,27,100,13.89,overcast clouds
452,Banos,EC,-1.4,-78.4167,75.9,72,82,5.19,broken clouds
453,Ketchikan,US,55.3422,-131.6461,64.87,68,75,12.66,broken clouds
454,Okha,RU,53.5739,142.9478,58.28,72,98,9.28,overcast clouds
455,Ilo,PE,-17.6394,-71.3375,61.66,72,100,4.61,overcast clouds
456,Pacific Grove,US,36.6177,-121.9166,86.38,78,20,10.36,few clouds
457,Norrkoping,SE,58.5942,16.1826,63.59,95,100,4.61,overcast clouds
458,Vila Franca Do Campo,PT,37.7167,-25.4333,76.19,80,76,2.28,broken clouds
459,Progreso,MX,21.2833,-89.6667,88.11,71,65,16.91,broken clouds
460,Aykhal,RU,66.0,111.5,59.29,74,7,2.8,clear sky
461,Olafsvik,IS,64.8945,-23.7142,53.91,79,22,3.33,few clouds
462,Sola,VU,-13.8833,167.55,81.27,89,75,1.14,broken clouds
463,Simpang,ID,-1.2667,104.0833,72.9,99,65,1.97,broken clouds
464,Port Shepstone,ZA,-30.7414,30.455,63.97,79,0,6.31,clear sky
465,Quarai,BR,-30.3875,-56.4514,63.57,93,100,6.33,moderate rain
466,Lufilufi,WS,-13.8745,-171.5986,85.78,75,11,9.01,light rain
467,Panchimalco,SV,13.6128,-89.18,72.21,97,100,11.5,overcast clouds
468,Genhe,CN,50.7833,121.5167,63.86,84,0,3.89,clear sky
469,Boke,GN,10.9409,-14.2967,74.88,96,100,3.49,light rain
470,Soyo,AO,-6.1349,12.3689,68.58,88,78,5.37,broken clouds
471,Naurskaya,RU,43.6519,45.3133,70.74,69,86,10.8,overcast clouds
472,Dingle,PH,10.9995,122.6711,76.44,92,80,3.83,broken clouds
473,Yanam,IN,16.7333,82.2167,77.85,88,100,7.65,overcast clouds
474,Barinitas,VE,8.7622,-70.4111,83.68,87,100,1.77,overcast clouds
475,Kiryas Joel,US,41.342,-74.1679,93.0,58,75,4.61,light intensity drizzle
476,Disna,BY,55.568,28.1971,62.65,82,2,7.0,clear sky
477,Salinopolis,BR,-0.6136,-47.3561,78.64,83,85,8.99,overcast clouds
478,Puerto Escondido,MX,15.85,-97.0667,86.83,62,75,9.22,broken clouds
479,Alihe,CN,50.5667,123.7167,66.02,83,4,2.37,clear sky
480,Bucerias,MX,20.75,-105.3333,91.98,70,40,2.3,scattered clouds
481,Udachnyy,RU,66.4167,112.4,53.46,87,1,1.7,clear sky
482,Adet,ET,11.2644,37.4888,57.43,89,30,3.65,scattered clouds
483,Gunjur,GM,13.2019,-16.7339,77.07,94,75,5.75,moderate rain
484,Trat,TH,12.5,102.5,79.92,91,100,1.83,overcast clouds
485,Falmouth,GB,50.1544,-5.0711,61.7,77,43,3.44,scattered clouds
486,Price,US,39.5994,-110.8107,97.86,12,0,5.75,clear sky
487,Agadez,NE,19.75,10.25,92.88,17,75,11.12,broken clouds
488,Loubomo,CG,-4.1997,12.6739,65.79,84,54,5.61,broken clouds
489,Lavrentiya,RU,65.5833,-171.0,43.61,86,100,10.0,overcast clouds
490,Srednekolymsk,RU,67.45,153.6833,50.97,54,10,13.69,clear sky
491,Huacho,PE,-11.1067,-77.605,64.08,77,34,8.52,scattered clouds
492,Fare,PF,-16.7,-151.0167,77.9,74,9,8.59,clear sky
493,Alice Springs,AU,-23.7,133.8833,42.35,56,1,0.0,clear sky
494,Belem De Sao Francisco,BR,-8.7539,-38.9658,75.27,65,51,20.11,broken clouds
495,Matelandia,BR,-25.2408,-53.9964,64.87,74,98,4.85,overcast clouds
496,Hami,CN,42.8,93.45,78.6,19,0,3.24,clear sky
497,Kaitangata,NZ,-46.2817,169.8464,38.41,90,14,3.15,few clouds
498,Neiafu,TO,-18.65,-173.9833,72.28,100,20,17.27,few clouds
499,La Paz,BO,-16.5,-68.15,64.38,11,2,9.22,clear sky
500,Jumla,NP,29.2747,82.1838,62.96,97,100,1.23,overcast clouds
501,Newark,US,40.7357,-74.1724,97.23,45,40,13.8,scattered clouds
502,Sakaraha,MG,-22.9,44.5333,59.27,70,3,4.7,clear sky
503,Tecoanapa,MX,16.5167,-98.75,85.44,68,96,7.9,overcast clouds
504,Kiama,AU,-34.6833,150.8667,57.99,95,84,7.11,broken clouds
505,Pangai,TO,-19.8,-174.35,77.11,83,20,8.05,few clouds
506,Bima,ID,-8.4667,118.7167,70.77,95,94,4.18,overcast clouds
507,Meulaboh,ID,4.1363,96.1285,76.82,85,100,5.64,light rain
508,Yerbogachen,RU,61.2767,108.0108,62.74,73,99,4.41,overcast clouds
509,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,67,75,6.71,broken clouds
510,Lauder,GB,55.7191,-2.7476,58.87,82,90,3.6,overcast clouds
511,Abu Samrah,SY,35.3029,37.1841,76.06,50,0,7.85,clear sky
512,Shihezi,CN,44.3,86.0333,79.72,22,0,2.21,clear sky
513,Codrington,AU,-38.2667,141.9667,51.33,93,100,13.0,overcast clouds
514,Macedo De Cavaleiros,PT,41.5382,-6.9611,70.7,42,2,4.45,clear sky
515,Toyoshina,JP,36.2999,137.9011,74.62,72,45,3.2,scattered clouds
516,Valparaiso,CL,-33.0393,-71.6273,56.84,92,75,12.66,mist
517,Herat,AF,34.5,62.0,82.83,12,0,9.28,clear sky
518,Beyneu,KZ,45.3167,55.2,78.66,49,74,18.41,light rain
519,Picos,BR,-7.0769,-41.4669,83.05,42,84,6.58,broken clouds
520,Altay,CN,47.8667,88.1167,59.25,77,77,1.99,broken clouds
521,Jardim,BR,-21.4803,-56.1381,78.1,34,73,4.03,broken clouds
522,Alekseyevsk,RU,57.8406,108.3492,61.41,97,100,3.53,overcast clouds
523,Dorverden,DE,52.85,9.2333,63.32,83,94,5.26,overcast clouds
524,Novo Horizonte,BR,-21.4681,-49.2208,71.01,34,25,6.44,scattered clouds
525,Namtsy,RU,62.7161,129.6658,66.58,77,89,3.56,overcast clouds
526,Meadow Lake,US,34.8014,-106.5436,99.84,18,33,4.68,scattered clouds
527,Mokhsogollokh,RU,61.4681,128.9203,62.04,99,100,4.14,overcast clouds
528,Husavik,IS,66.0449,-17.3389,49.53,87,30,4.12,scattered clouds
529,Hobyo,SO,5.3505,48.5268,75.76,79,32,23.55,scattered clouds
530,Sobolevo,RU,54.4299,31.8996,60.24,80,35,1.83,scattered clouds
531,Mersing,MY,2.4312,103.8405,75.11,100,20,4.61,few clouds
532,Cortes,ES,41.9395,-1.4396,73.45,70,59,21.85,broken clouds
533,Bermejo,AR,-32.8833,-68.8,67.91,32,0,2.3,clear sky
534,Labrea,BR,-7.2586,-64.7981,82.08,66,93,1.77,overcast clouds
535,Isperih,BG,43.7167,26.8333,71.2,32,0,4.23,clear sky
536,Skibbereen,IE,51.55,-9.2667,62.11,95,100,9.71,overcast clouds
537,Ellisras,ZA,-23.6649,27.7443,59.16,61,15,5.77,few clouds
538,Saint-Francois,FR,46.4154,3.9054,74.64,69,0,9.22,clear sky
539,Muzhi,RU,65.3667,64.6667,47.75,73,100,8.52,overcast clouds
540,Koumac,NC,-20.5667,164.2833,77.9,79,99,14.81,overcast clouds
541,Debre Tabor,ET,11.85,38.0167,52.9,89,8,0.81,light rain
542,Isangel,VU,-19.55,169.2667,78.91,83,100,6.91,moderate rain
543,Voh,NC,-20.9667,164.7,77.2,83,97,5.55,overcast clouds
544,Malayal,PH,7.208,121.942,76.8,86,100,4.0,moderate rain
545,Mabaruma,GY,8.2,-59.7833,78.71,80,12,4.45,few clouds
546,Hirara,JP,24.8,125.2833,82.67,89,20,8.05,few clouds
547,Shakhtinsk,KZ,49.71,72.5872,60.46,60,51,5.01,broken clouds
548,Matay,EG,28.419,30.7792,84.06,35,5,17.07,clear sky
549,Shelburne,CA,44.0787,-80.2041,81.23,35,32,10.69,scattered clouds
550,Burgersdorp,ZA,-30.9977,26.3286,50.07,45,18,5.44,few clouds
551,Iquique,CL,-20.2208,-70.1431,60.84,81,16,5.68,few clouds
552,Chacaltianguis,MX,18.3333,-95.8333,89.67,62,29,6.76,scattered clouds
553,Malazgirt,TR,39.1427,42.5401,62.76,55,1,3.49,clear sky
554,Gizo,SB,-8.103,156.8419,82.63,72,2,6.71,light rain
555,El Tigre,VE,8.8875,-64.2454,83.5,56,40,13.91,scattered clouds
556,Parabel,RU,58.6978,81.4825,49.21,91,25,13.29,scattered clouds
557,Ahipara,NZ,-35.1667,173.1667,54.72,73,100,10.8,overcast clouds
558,Buckingham,GB,51.9997,-0.9878,66.15,53,95,1.99,overcast clouds
559,Te Anau,NZ,-45.4167,167.7167,35.76,89,67,1.52,broken clouds
560,Antofagasta,CL,-23.65,-70.4,58.28,81,99,6.53,overcast clouds
561,Mitu,CO,1.1983,-70.1733,74.93,96,100,0.94,moderate rain
562,Bensonville,LR,6.4461,-10.6125,76.55,85,78,5.06,broken clouds
563,Zyryanka,RU,65.75,150.85,62.49,42,44,3.11,scattered clouds
564,Margate,GB,51.3813,1.3862,63.9,81,74,1.99,broken clouds
565,Macapa,BR,0.0389,-51.0664,89.58,62,20,4.61,few clouds
566,Solnechnyy,RU,50.7214,136.6319,60.12,83,100,7.36,light rain
567,Mirnyy,RU,62.5353,113.9611,59.23,82,100,4.0,overcast clouds
568,Rocha,UY,-34.4833,-54.3333,52.27,97,37,5.1,scattered clouds
569,Corinto,GR,37.9407,22.9573,78.89,39,0,1.14,clear sky
570,Sampit,ID,-2.5333,112.95,73.51,98,68,1.07,broken clouds
571,Santa Rita,BR,-7.1139,-34.9781,75.87,88,75,8.05,broken clouds
572,Alugan,PH,12.2188,125.4808,80.35,82,100,1.19,overcast clouds
573,Colombo,LK,6.9319,79.8478,80.55,87,85,13.18,overcast clouds
574,Miri,MY,4.4148,114.0089,73.54,100,20,2.3,few clouds
575,Alta Gracia,AR,-31.6529,-64.4283,67.89,63,2,2.01,clear sky
576,Bereda,ES,43.2686,-7.5406,59.58,99,14,5.77,few clouds
577,Ouesso,CG,1.6136,16.0517,70.21,99,100,1.92,light rain
578,Bambanglipuro,ID,-7.95,110.2833,73.13,88,78,4.16,broken clouds
579,Pitimbu,BR,-7.4706,-34.8086,75.79,80,86,12.8,overcast clouds
580,Botwood,CA,49.1499,-55.3482,81.9,66,45,10.83,scattered clouds
581,Nantucket,US,41.2835,-70.0995,87.94,65,0,9.22,clear sky
582,Aljezur,PT,37.3191,-8.8033,68.38,68,1,8.1,clear sky
583,Pervomayskoye,RU,43.919,46.7102,71.24,56,37,10.36,scattered clouds
584,Ocean City,US,39.2776,-74.5746,97.02,67,29,8.99,scattered clouds
585,Pachino,IT,36.7186,15.0907,81.01,64,0,6.58,clear sky
586,Mwinilunga,ZM,-11.7358,24.4293,60.08,45,99,3.8,overcast clouds
587,Itarema,BR,-2.9248,-39.9167,79.3,80,79,16.53,broken clouds
588,Wukari,NG,7.85,9.7833,72.75,95,100,5.79,light rain
589,Vestmannaeyjar,IS,63.4427,-20.2734,51.44,90,100,3.33,overcast clouds
590,Zhigalovo,RU,54.8097,105.1578,58.03,98,100,2.93,overcast clouds
591,Venado Tuerto,AR,-33.7456,-61.9688,61.07,53,0,8.28,clear sky
592,Viedma,AR,-40.8135,-62.9967,46.13,54,99,5.79,light rain
593,Yumen,CN,40.2833,97.2,74.03,16,0,9.66,clear sky
594,Rawson,AR,-43.3002,-65.1023,40.01,36,97,1.23,overcast clouds
595,Makakilo City,US,21.3469,-158.0858,82.72,58,75,19.57,broken clouds
596,Yar-Sale,RU,66.8333,70.8333,44.38,95,100,15.21,overcast clouds
597,Kendari,ID,-3.945,122.4989,73.04,92,58,2.82,broken clouds
598,Lebu,CL,-37.6167,-73.65,53.29,96,100,11.77,overcast clouds
599,Garowe,SO,8.4054,48.4845,75.92,67,60,25.84,broken clouds
600,Luang Prabang,LA,19.8856,102.1347,72.28,100,98,1.21,overcast clouds
601,Balotra,IN,25.8333,72.2333,83.16,80,100,14.63,overcast clouds
602,Marawi,PH,7.9986,124.2928,68.95,93,97,2.53,overcast clouds
603,General Roca,AR,-39.0333,-67.5833,51.62,62,100,8.12,light rain
604,Warri,NG,5.5167,5.75,75.27,87,100,3.53,overcast clouds
605,Monrovia,LR,6.3005,-10.7969,76.77,76,91,10.16,overcast clouds
606,Santa Cruz,BO,-17.8,-63.1667,83.66,51,20,16.11,few clouds
607,Mongo,TD,12.1844,18.693,78.3,79,100,2.39,light rain
608,Afonso Claudio,BR,-20.0742,-41.1239,67.6,69,62,3.06,broken clouds
609,Twentynine Palms,US,34.1356,-116.0542,110.14,10,83,4.0,broken clouds
610,Road Town,VG,18.4167,-64.6167,86.09,70,20,11.5,few clouds
611,Pangnirtung,CA,66.1451,-65.7125,48.2,81,20,5.75,few clouds
612,Visnes,NO,59.3556,5.2242,56.21,88,75,8.05,broken clouds
613,Axim,GH,4.8699,-2.2405,75.24,77,77,8.16,broken clouds
614,Karwar,IN,14.8,74.1333,77.77,85,100,9.37,light rain
615,Homer,US,59.6425,-151.5483,57.07,69,0,13.0,clear sky
616,Ola,RU,59.5833,151.2833,68.14,67,44,1.34,scattered clouds
617,Pedernales,DO,18.0384,-71.744,88.59,57,62,13.89,broken clouds
618,Maloy,NO,61.9353,5.1136,58.73,86,85,23.09,overcast clouds
619,Alekseyevka,RU,50.6309,38.6903,55.96,96,45,6.73,scattered clouds
620,Cabinda,AO,-5.55,12.2,68.83,88,92,4.52,overcast clouds
621,Kenai,US,60.5544,-151.2583,58.14,72,0,16.11,light rain
622,Tamboril,DO,19.4854,-70.611,81.7,78,75,6.91,broken clouds
623,Rudsar,IR,37.1376,50.288,76.98,73,6,4.99,clear sky
624,Oriximina,BR,-1.7656,-55.8661,81.55,69,65,2.24,broken clouds
625,Hue,VN,16.4667,107.6,78.91,89,20,4.61,few clouds
626,Ghanzi,BW,-21.5667,21.7833,57.15,50,29,6.98,scattered clouds
627,Pisco,PE,-13.7,-76.2167,60.85,82,100,8.05,mist
628,Dickinson,US,29.4608,-95.0513,93.02,70,0,5.75,clear sky
629,Kaduqli,SD,11.0167,29.7167,79.95,60,73,3.0,broken clouds
630,Sisimiut,GL,66.9395,-53.6735,47.46,81,100,3.15,overcast clouds
631,Luwuk,ID,-0.9516,122.7875,76.35,92,63,5.21,broken clouds
632,Vitim,RU,59.4511,112.5578,65.46,78,89,3.22,overcast clouds
633,Ripoll,ES,42.2006,2.1903,74.59,65,72,1.01,broken clouds
634,Baykit,RU,61.67,96.37,59.79,92,100,2.59,overcast clouds
635,Zapolyarnyy,RU,69.4154,30.8136,56.48,83,42,6.13,scattered clouds
636,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.19,61,40,8.05,scattered clouds
637,Beloha,MG,-25.1667,45.05,63.82,81,0,8.46,clear sky
638,Uryupinsk,RU,50.8047,42.0138,59.61,93,100,5.53,overcast clouds
639,Touba,CI,8.2833,-7.6833,69.19,93,76,2.89,broken clouds
640,Djambala,CG,-2.5447,14.7533,74.44,60,100,1.72,overcast clouds
641,Wanning,CN,18.8003,110.3967,77.68,89,7,3.4,clear sky
642,Itapetininga,BR,-23.5917,-48.0531,66.25,46,5,3.42,clear sky
643,Ngunguru,NZ,-35.6167,174.5,56.66,67,100,15.17,overcast clouds
644,Mulege,MX,26.8833,-111.9833,99.45,33,12,9.62,few clouds
645,Santa Quiteria,BR,-4.3319,-40.1567,81.86,48,50,7.31,scattered clouds
646,Seoul,KR,37.5683,126.9778,74.64,94,75,4.61,mist
647,Namibe,AO,-15.1961,12.1522,62.44,85,6,2.75,clear sky
648,Sakaiminato,JP,35.55,133.2333,71.58,94,75,8.05,broken clouds
649,Kunjah,PK,32.5285,73.9737,86.04,77,90,4.97,overcast clouds
650,Chipinge,ZW,-20.1883,32.6236,52.54,89,38,4.72,scattered clouds
651,Gat,IL,31.61,34.7642,79.48,100,1,1.97,clear sky
652,Athy,IE,52.9914,-6.9803,63.1,75,80,7.65,broken clouds
653,Kembe,CF,4.6228,21.8865,68.0,98,100,2.77,overcast clouds
654,Songea,TZ,-10.6833,35.65,56.77,71,70,0.56,broken clouds
655,Grand Gaube,MU,-20.0064,57.6608,67.37,78,2,4.0,clear sky
656,Awbari,LY,26.5921,12.7805,82.08,19,0,7.31,clear sky
657,Marsh Harbour,BS,26.5412,-77.0636,83.86,72,0,13.78,clear sky
658,Motygino,RU,58.1831,94.7592,54.07,98,11,0.76,few clouds
659,Owando,CG,-0.4819,15.8999,73.22,87,100,4.72,light rain
660,Cabangahan,PH,9.0781,122.9469,78.58,80,82,0.78,light rain
661,Orlik,RU,52.5178,99.825,52.38,93,100,3.27,moderate rain
662,Buraydah,SA,26.326,43.975,95.45,12,31,9.35,scattered clouds
663,Touros,BR,-5.1989,-35.4608,75.88,85,100,14.12,overcast clouds
664,Gejiu,CN,23.306,103.1635,55.99,94,64,3.09,broken clouds
665,Zaozerne,UA,45.1582,33.2787,73.33,68,16,13.65,few clouds
666,Gasa,PS,31.5,34.4667,72.88,70,1,4.34,clear sky
667,Novska,HR,45.3406,16.9769,72.18,44,2,1.77,clear sky
668,Kobryn,BY,52.2138,24.3564,68.22,71,28,5.64,scattered clouds
