City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Dwarka,IN,2022-07-20 19:55:13,22.2394,68.9678,81.86,83,99,17.05
294,Santa Cruz,BO,2022-07-20 19:55:14,-17.8,-63.1667,87.85,37,7,18.41
295,San Quintin,MX,2022-07-20 19:55:14,30.4833,-115.95,76.64,61,78,13.27
296,Lincoln,US,2022-07-20 19:52:52,40.8,-96.667,93.29,47,0,17.27
297,Cabedelo,BR,2022-07-20 19:55:15,-6.9811,-34.8339,77.67,84,68,11.81
298,Pfarrkirchen,DE,2022-07-20 19:55:15,48.432,12.9381,73.24,69,100,6.24
299,Kununurra,AU,2022-07-20 19:55:15,-15.7667,128.7333,58.98,82,88,2.3
300,Malazgirt,TR,2022-07-20 19:55:16,39.1427,42.5401,70.0,25,0,2.46
301,Killin,US,2022-07-20 19:55:16,33.6123,-91.7412,103.87,29,5,9.66
302,Bundaberg,AU,2022-07-20 19:55:17,-24.85,152.35,59.22,88,100,5.99
303,Port Hardy,CA,2022-07-20 19:55:17,50.6996,-127.4199,59.18,82,40,5.75
304,Katherine,AU,2022-07-20 19:55:17,-14.4667,132.2667,57.52,58,61,4.61
305,Kaitangata,NZ,2022-07-20 19:53:49,-46.2817,169.8464,40.91,83,100,6.42
306,Fort Nelson,CA,2022-07-20 19:55:18,58.8053,-122.7002,72.99,35,20,8.05
307,Groningen,NL,2022-07-20 19:54:17,53.25,6.75,73.13,68,20,4.61
308,Avera,US,2022-07-20 19:55:19,33.194,-82.5271,90.37,56,99,7.09
309,Kankan,GN,2022-07-20 19:55:19,10.3854,-9.3057,70.52,97,100,6.89
310,Fredericton,CA,2022-07-20 19:55:19,45.9454,-66.6656,80.42,42,0,13.8
311,Olafsvik,IS,2022-07-20 19:52:35,64.8945,-23.7142,51.24,75,99,11.86
312,Kushima,JP,2022-07-20 19:55:20,31.4583,131.2333,80.49,93,100,6.44
313,Tingi,TZ,2022-07-20 19:55:20,-11.3,35.0333,56.57,76,12,3.56
314,Yar-Sale,RU,2022-07-20 19:55:21,66.8333,70.8333,50.99,76,4,11.05
315,Southbridge,US,2022-07-20 19:55:21,42.0751,-72.0334,95.47,55,70,5.01
316,Oga,IT,2022-07-20 19:55:22,46.4631,10.347,57.74,83,10,4.36
317,Taoudenni,ML,2022-07-20 19:55:22,22.6783,-3.9836,96.96,31,64,23.33
318,Poya,NC,2022-07-20 19:55:22,-21.35,165.15,72.88,91,100,5.28
319,Asau,RO,2022-07-20 19:55:23,46.4333,26.4,72.52,58,12,5.55
320,Longyearbyen,SJ,2022-07-20 19:54:49,78.2186,15.6401,49.84,87,75,8.05
321,Ixtapa,MX,2022-07-20 19:56:23,20.7,-105.2,88.23,72,100,7.0
322,Ornskoldsvik,SE,2022-07-20 19:56:24,63.2909,18.7153,59.95,94,26,3.44
323,Okhotsk,RU,2022-07-20 19:53:44,59.3833,143.3,58.87,94,100,3.38
324,Gladstone,AU,2022-07-20 19:55:06,-23.85,151.25,60.73,82,100,8.05
325,Keti Bandar,PK,2022-07-20 19:56:24,24.1447,67.4497,82.96,85,92,19.1
326,Itacare,BR,2022-07-20 19:56:25,-14.2775,-38.9967,74.57,73,89,10.18
327,Nikolskoye,RU,2022-07-20 19:56:26,59.7035,30.7861,69.87,62,100,10.38
328,Cloquet,US,2022-07-20 19:56:26,46.7216,-92.4594,83.61,49,100,19.57
329,Ilulissat,GL,2022-07-20 19:56:27,69.2167,-51.1,48.67,60,100,4.99
330,Humboldt,US,2022-07-20 19:56:27,40.6665,-123.9178,61.12,36,2,7.11
331,Koulikoro,ML,2022-07-20 19:56:27,14.0,-7.75,75.88,84,100,4.9
332,Isangel,VU,2022-07-20 19:56:28,-19.55,169.2667,76.17,88,99,9.44
333,Vao,NC,2022-07-20 19:52:23,-22.6667,167.4833,73.89,88,97,9.8
334,Leua,SK,2022-07-20 19:56:28,48.2156,18.6071,75.97,38,4,4.03
335,Batagay-Alyta,RU,2022-07-20 19:56:29,67.8006,130.4114,39.29,84,100,0.56
336,Inverness,GB,2022-07-20 19:56:29,57.4791,-4.224,64.31,68,20,10.36
337,Juye,CN,2022-07-20 19:56:30,35.3947,116.0883,68.79,98,26,5.64
338,Jhawarian,PK,2022-07-20 19:56:30,32.3614,72.6228,91.96,59,35,9.73
339,Staryy Nadym,RU,2022-07-20 19:56:31,65.6118,72.6842,49.21,61,8,10.2
340,San Rafael,AR,2022-07-20 19:56:31,-34.6177,-68.3301,74.32,8,0,5.48
341,Vari,GR,2022-07-20 19:56:31,37.8312,23.8081,80.62,41,0,12.66
342,Huilong,CN,2022-07-20 19:56:32,31.8111,121.655,77.38,93,86,10.13
343,Paita,PE,2022-07-20 19:56:32,-5.0892,-81.1144,69.1,69,30,16.35
344,Pravia,ES,2022-07-20 19:56:33,43.4906,-6.1508,67.23,83,75,5.75
345,Saldanha,ZA,2022-07-20 19:56:33,-33.0117,17.9442,46.45,62,0,12.68
346,Carballo,ES,2022-07-20 19:56:33,43.213,-8.691,71.02,85,49,10.56
347,Kralupy Nad Vltavou,CZ,2022-07-20 19:56:34,50.2411,14.3115,81.57,44,0,6.91
348,Salamiyah,SY,2022-07-20 19:56:34,35.0113,37.0532,77.47,52,0,13.69
349,Taksimo,RU,2022-07-20 19:52:05,56.3444,114.8794,63.19,92,100,4.16
350,Paralimni,CY,2022-07-20 19:56:35,35.0375,33.9833,86.88,66,0,7.0
351,Surt,LY,2022-07-20 19:56:35,31.2089,16.5887,80.26,67,0,11.03
352,Beira,MZ,2022-07-20 19:52:08,-19.8436,34.8389,69.89,94,0,8.05
353,Genc,TR,2022-07-20 19:56:36,38.7507,40.5603,75.61,20,0,1.61
354,Togitsu,JP,2022-07-20 19:56:36,32.8333,129.85,81.99,88,100,9.08
355,Kharp,RU,2022-07-20 19:56:37,66.8014,65.8081,59.41,61,100,5.59
356,Malindi,KE,2022-07-20 19:56:37,-3.2175,40.1191,75.36,78,40,11.5
357,Berlevag,NO,2022-07-20 19:56:37,70.8578,29.0864,55.4,94,100,2.3
358,Spearfish,US,2022-07-20 19:56:38,44.4908,-103.8594,93.27,15,0,19.57
359,Brejo,BR,2022-07-20 19:56:38,-3.6844,-42.7503,87.78,47,58,1.52
360,Camabatela,AO,2022-07-20 19:56:39,-8.1881,15.375,63.79,66,23,3.67
361,Mount Gambier,AU,2022-07-20 19:56:39,-37.8333,140.7667,38.68,86,1,5.44
362,Usoke,TZ,2022-07-20 19:56:40,-5.1667,32.35,70.03,38,11,8.32
363,Bathsheba,BB,2022-07-20 19:56:40,13.2167,-59.5167,88.41,91,75,14.97
364,Skjervoy,NO,2022-07-20 19:56:40,70.0311,20.9714,68.0,79,100,9.26
365,Guerrero Negro,MX,2022-07-20 19:53:46,27.9769,-114.0611,83.55,45,18,13.73
366,Kapuskasing,CA,2022-07-20 19:56:41,49.4169,-82.4331,77.0,73,100,9.22
367,Kaffrine,SN,2022-07-20 19:57:38,14.1059,-15.5508,86.16,63,98,11.16
368,Kotelnikovo,RU,2022-07-20 19:57:42,47.6317,43.1461,73.83,43,78,13.71
369,Sitka,US,2022-07-20 19:57:42,57.0531,-135.33,53.49,82,100,11.5
370,Jieshou,CN,2022-07-20 19:57:42,33.2634,115.3611,69.4,96,39,4.7
371,Tasiilaq,GL,2022-07-20 19:54:58,65.6145,-37.6368,39.85,81,43,0.63
372,Yumen,CN,2022-07-20 19:57:43,40.2833,97.2,58.82,64,100,22.03
373,Vaitape,PF,2022-07-20 19:57:43,-16.5167,-151.75,77.77,66,0,10.38
374,Tepetzintla,MX,2022-07-20 19:57:44,21.1667,-97.8333,96.4,40,16,8.63
375,Kavaratti,IN,2022-07-20 19:55:01,10.5669,72.642,81.21,81,100,18.52
376,Deputatskiy,RU,2022-07-20 19:57:44,69.3,139.9,35.1,95,90,4.03
377,Narwar,IN,2022-07-20 19:57:45,25.65,77.9,87.04,63,100,8.32
378,Hanstholm,DK,2022-07-20 19:57:45,57.1167,8.6167,62.78,90,57,14.7
379,Kuybysheve,UA,2022-07-20 19:57:45,47.358,36.6491,67.14,53,60,8.77
380,Atambua,ID,2022-07-20 19:57:46,-9.1061,124.8925,69.96,90,100,4.97
381,Grand Gaube,MU,2022-07-20 19:57:46,-20.0064,57.6608,72.0,63,96,5.99
382,Anloga,GH,2022-07-20 19:57:47,5.7947,0.8973,75.38,75,30,11.39
383,Pangnirtung,CA,2022-07-20 19:57:47,66.1451,-65.7125,48.2,87,100,11.5
384,Bahraich,IN,2022-07-20 19:57:47,27.5833,81.6,80.55,87,100,7.63
385,Vestmannaeyjar,IS,2022-07-20 19:57:48,63.4427,-20.2734,54.59,87,20,16.11
386,Comodoro Rivadavia,AR,2022-07-20 19:57:48,-45.8667,-67.5,48.06,31,0,29.93
387,Muravlenko,RU,2022-07-20 19:57:49,63.7898,74.523,55.74,65,45,7.63
388,Muros,ES,2022-07-20 19:57:27,42.7762,-9.0603,71.1,78,3,13.09
389,Humaita,BR,2022-07-20 19:57:49,-7.5061,-63.0208,96.62,24,0,1.1
390,Kalmunai,LK,2022-07-20 19:57:50,7.4167,81.8167,80.08,83,98,4.94
391,Robertsport,LR,2022-07-20 19:57:50,6.7533,-11.3686,76.3,82,100,15.23
392,Melaka,MY,2022-07-20 19:57:51,2.196,102.2405,75.24,100,20,0.0
393,Biltine,TD,2022-07-20 19:57:51,14.5333,20.9167,81.72,56,100,9.42
394,Aitape,PG,2022-07-20 19:57:52,-3.1374,142.3475,75.88,89,100,4.27
395,Ust-Maya,RU,2022-07-20 19:57:52,60.4167,134.5333,66.33,81,26,3.18
396,Pangody,RU,2022-07-20 19:57:52,65.85,74.4859,55.8,53,100,11.41
397,Sao Geraldo Do Araguaia,BR,2022-07-20 19:57:53,-6.4006,-48.555,94.48,26,8,4.27
398,Leningradskiy,RU,2022-07-20 19:57:53,69.3833,178.4167,33.04,97,100,18.16
399,Ajdabiya,LY,2022-07-20 19:57:53,30.7554,20.2263,79.72,37,0,14.5
400,Labuhan,ID,2022-07-20 19:54:08,-6.8844,112.2051,74.71,82,0,11.36
401,Pipar,IN,2022-07-20 19:57:54,26.3856,73.5378,85.28,71,100,18.01
402,Dunn,US,2022-07-20 19:54:53,44.95,-91.8835,83.05,58,75,13.8
403,Howard Springs,AU,2022-07-20 19:57:55,-12.497,131.047,66.11,96,96,5.14
404,Onega,RU,2022-07-20 19:57:55,63.9061,38.1404,61.05,84,53,7.74
405,Broome,US,2022-07-20 19:57:56,42.2506,-75.833,94.44,49,3,7.0
406,Ingham,US,2022-07-20 19:57:56,42.6,-84.3833,91.35,54,75,9.22
407,Mirpur Khas,PK,2022-07-20 19:57:57,25.5251,69.0159,85.32,76,78,20.15
408,Korla,CN,2022-07-20 19:57:57,41.7597,86.1469,68.61,47,0,4.7
409,Kudahuvadhoo,MV,2022-07-20 19:57:57,2.6708,72.8944,80.24,74,100,15.32
410,Huarmey,PE,2022-07-20 19:57:58,-10.0681,-78.1522,67.68,69,1,10.54
411,Auki,SB,2022-07-20 19:57:58,-8.7676,160.7034,75.9,88,100,4.05
412,Luan,CH,2022-07-20 19:58:59,46.3592,6.9759,63.46,88,100,1.99
413,Pevek,RU,2022-07-20 19:58:59,69.7008,170.3133,31.51,92,98,13.96
414,Nalut,LY,2022-07-20 19:59:00,30.3333,10.85,87.94,16,0,9.75
415,Honiara,SB,2022-07-20 19:56:24,-9.4333,159.95,76.19,86,33,5.14
416,Lokosovo,RU,2022-07-20 19:59:00,61.1333,74.8167,59.16,69,99,1.12
417,Yulara,AU,2022-07-20 19:56:35,-25.2406,130.9889,45.61,50,6,10.89
418,Sur,OM,2022-07-20 19:59:01,22.5667,59.5289,84.04,76,84,15.17
419,Eslov,SE,2022-07-20 19:59:01,55.8393,13.3039,73.42,69,6,9.93
420,Wembley,AU,2022-07-20 19:59:02,-31.9333,115.8,60.21,94,100,16.11
421,Mindelo,CV,2022-07-20 19:59:02,16.8901,-24.9804,80.15,69,40,14.97
422,Toamasina,MG,2022-07-20 19:59:02,-18.1667,49.3833,68.0,94,75,2.3
423,Morlaix,FR,2022-07-20 19:59:03,48.5833,-4.0,64.22,85,100,9.22
424,Vung Tau,VN,2022-07-20 19:58:56,10.346,107.0843,78.93,84,100,4.41
425,Yambio,SS,2022-07-20 19:59:04,4.5721,28.3955,67.62,92,31,3.22
426,Vila Velha,BR,2022-07-20 19:56:29,-20.3297,-40.2925,76.95,77,0,11.5
427,Liepaja,LV,2022-07-20 19:59:04,56.5419,21.0367,60.78,94,0,0.0
428,Tiruchchendur,IN,2022-07-20 19:59:05,8.4833,78.1167,82.42,75,99,7.76
429,Jaspur,IN,2022-07-20 19:59:05,29.2833,78.8167,79.86,84,100,9.28
430,Miri,MY,2022-07-20 19:59:05,4.4148,114.0089,78.94,94,40,2.3
431,Puerto Suarez,BO,2022-07-20 19:59:06,-18.95,-57.8,93.76,49,0,8.05
432,Brindisi,IT,2022-07-20 19:59:06,40.5833,17.6667,81.77,47,0,5.17
433,Bintulu,MY,2022-07-20 19:59:07,3.1667,113.0333,77.41,100,20,0.0
434,Sao Jose Da Coroa Grande,BR,2022-07-20 19:59:07,-8.8978,-35.1478,75.29,88,43,11.41
435,Hami,CN,2022-07-20 19:56:08,42.8,93.45,64.4,60,6,2.17
436,Buenos Aires,AR,2022-07-20 19:58:38,-34.6132,-58.3772,67.68,71,0,5.75
437,Vinh,VN,2022-07-20 19:55:18,18.6667,105.6667,78.46,88,92,0.89
438,Fort-Shevchenko,KZ,2022-07-20 19:59:08,44.5086,50.263,77.68,64,100,21.07
439,Baruun-Urt,MN,2022-07-20 19:59:08,46.6806,113.2792,66.22,57,25,7.29
440,Luderitz,NA,2022-07-20 19:59:09,-26.6481,15.1594,57.4,59,3,18.5
441,Vostok,RU,2022-07-20 19:59:09,46.4856,135.8833,58.19,98,12,3.02
442,Shahreza,IR,2022-07-20 19:59:10,32.0339,51.8794,77.32,15,0,4.72
443,Belyy Yar,RU,2022-07-20 19:58:42,53.6039,91.3903,57.09,88,0,4.47
444,Acarau,BR,2022-07-20 19:59:10,-2.8856,-40.12,81.09,67,97,14.85
445,College,US,2022-07-20 19:54:56,64.8569,-147.8028,63.21,68,60,4.03
446,Coromandel,BR,2022-07-20 19:59:11,-18.4733,-47.2003,77.72,25,0,8.86
447,Preobrazheniye,RU,2022-07-20 19:59:11,42.9019,133.9064,63.63,93,100,5.35
448,Namibe,AO,2022-07-20 19:59:11,-15.1961,12.1522,61.88,86,1,5.61
449,Urbana,US,2022-07-20 19:56:02,40.1106,-88.2073,92.52,56,0,8.01
450,Glenwood Springs,US,2022-07-20 19:56:56,39.5505,-107.3248,90.07,35,0,6.91
451,Beloha,MG,2022-07-20 19:59:12,-25.1667,45.05,64.53,64,0,7.83
452,Manglisi,GE,2022-07-20 19:59:13,41.697,44.3845,61.39,94,31,6.29
453,Chicama,PE,2022-07-20 19:59:13,-7.8447,-79.1469,64.94,57,2,9.13
454,Dingzhou,CN,2022-07-20 19:59:13,38.5131,114.9956,71.71,92,0,4.21
455,Balikpapan,ID,2022-07-20 19:55:05,-1.2675,116.8289,77.99,100,40,3.44
456,Boa Vista,BR,2022-07-20 19:59:14,2.8197,-60.6733,87.78,55,40,5.75
457,Buala,SB,2022-07-20 19:59:14,-8.145,159.5921,79.86,80,100,6.58
458,Tatawin,TN,2022-07-20 19:59:15,32.9297,10.4518,83.01,45,0,13.22
459,Rio Grande City,US,2022-07-20 19:56:57,26.3798,-98.8203,102.87,21,0,16.98
460,Dingle,PH,2022-07-20 20:00:16,10.9995,122.6711,76.75,88,68,2.37
461,Coolum Beach,AU,2022-07-20 20:00:16,-26.5333,153.1,63.1,85,100,16.8
462,Beja,TN,2022-07-20 20:00:17,36.7256,9.1817,87.26,41,0,7.92
463,Manapparai,IN,2022-07-20 20:00:17,10.6,78.4167,79.66,76,71,8.12
464,La Ronge,CA,2022-07-20 20:00:17,55.1001,-105.2842,64.18,53,100,13.91
465,Skala Fourkas,GR,2022-07-20 20:00:18,39.9998,23.3841,77.54,54,0,1.63
466,Javanrud,IR,2022-07-20 20:00:18,34.7961,46.5172,80.83,16,0,7.61
467,Glace Bay,CA,2022-07-20 20:00:19,46.1969,-59.957,71.22,73,85,17.0
468,Sisimiut,GL,2022-07-20 20:00:19,66.9395,-53.6735,52.2,70,100,2.84
469,Boyolangu,ID,2022-07-20 20:00:20,-8.1181,111.8935,72.88,90,85,5.06
470,San Carlos De Bariloche,AR,2022-07-20 19:56:50,-41.1456,-71.3082,39.24,93,100,21.85
471,Chernyshevskiy,RU,2022-07-20 20:00:21,63.0128,112.4714,51.55,95,100,2.84
472,Novyy Urengoy,RU,2022-07-20 19:57:46,66.0833,76.6333,51.93,64,69,10.2
473,Portland,US,2022-07-20 19:59:32,45.5234,-122.6762,87.96,48,0,3.0
474,Vila,PT,2022-07-20 20:00:22,42.0304,-8.1588,68.88,49,0,2.77
475,Maumere,ID,2022-07-20 20:00:22,-8.6199,122.2111,74.41,79,94,7.2
476,Bairiki,KI,2022-07-20 20:00:23,1.3292,172.9752,80.85,80,29,12.41
477,Alibag,IN,2022-07-20 20:00:23,18.6411,72.8792,82.47,85,95,11.97
478,Neiafu,TO,2022-07-20 20:00:23,-18.65,-173.9833,77.72,75,30,24.0
479,Astoria,US,2022-07-20 19:55:46,46.1879,-123.8313,68.47,83,8,4.0
480,Cordoba,AR,2022-07-20 20:00:24,-31.4135,-64.1811,72.99,34,19,8.3
481,Reston,US,2022-07-20 20:00:17,38.9687,-77.3411,94.78,56,10,5.01
482,Nadym,RU,2022-07-20 20:00:25,65.5333,72.5167,48.9,62,8,10.54
483,Bambanglipuro,ID,2022-07-20 19:55:25,-7.95,110.2833,75.96,81,94,7.49
484,Mokhotlong,LS,2022-07-20 20:00:26,-29.2894,29.0675,41.5,73,73,4.12
485,Colac,AU,2022-07-20 19:57:30,-38.3333,143.5833,43.09,91,0,4.7
486,Aykino,RU,2022-07-20 20:00:26,62.2248,49.9922,56.34,94,100,2.35
487,Zaltan,LY,2022-07-20 20:00:22,32.947,11.8665,80.49,71,0,16.44
488,Lake Cowichan,CA,2022-07-20 20:00:27,48.825,-124.0546,75.43,34,5,1.39
489,Poum,NC,2022-07-20 20:00:27,-20.2333,164.0167,75.43,86,100,7.36
490,Kristiinankaupunki,FI,2022-07-20 20:00:28,62.2743,21.376,60.84,72,100,6.71
491,Koslan,RU,2022-07-20 20:00:28,63.4564,48.8989,58.05,94,12,4.0
492,Pestretsy,RU,2022-07-20 20:00:29,55.7531,49.6545,60.94,85,81,2.82
493,Montemor-O-Novo,PT,2022-07-20 20:00:29,38.6481,-8.2145,76.73,40,0,11.97
494,Colonial Heights,US,2022-07-20 19:56:31,37.268,-77.4073,98.49,51,0,4.61
495,Tinskoy,RU,2022-07-20 20:00:30,56.1525,96.9161,52.66,94,79,4.03
496,Grunberg,DE,2022-07-20 20:00:30,50.594,8.9587,81.48,64,100,15.28
497,Rapar,IN,2022-07-20 20:00:31,23.5667,70.6333,82.15,80,100,16.89
498,Brodnica,PL,2022-07-20 19:59:00,53.2597,19.3965,74.37,58,0,7.74
499,Necochea,AR,2022-07-20 20:00:31,-38.5473,-58.7368,60.96,54,6,18.79
500,Zhezkazgan,KZ,2022-07-20 20:00:32,47.8043,67.7144,83.95,36,96,6.85
501,Sillanwali,PK,2022-07-20 20:00:32,31.8261,72.5398,92.52,56,66,11.36
502,Kuala Terengganu,MY,2022-07-20 20:00:33,5.3302,103.1408,79.27,83,100,2.08
503,Pleasanton,US,2022-07-20 19:56:26,37.6624,-121.8747,92.46,37,0,1.99
504,Christchurch,NZ,2022-07-20 20:00:11,-43.5333,172.6333,41.2,93,100,27.63
505,Machiques,VE,2022-07-20 20:00:34,10.0644,-72.545,90.61,57,53,7.27
506,Acari,PE,2022-07-20 20:00:34,-15.4311,-74.6158,72.81,55,39,8.46
507,Muana,BR,2022-07-20 20:01:35,-1.5283,-49.2167,89.98,53,60,2.1
508,Solnechnyy,RU,2022-07-20 20:01:35,50.7214,136.6319,58.62,95,100,5.17
509,Samana,DO,2022-07-20 20:01:35,19.2056,-69.3369,84.69,71,2,11.9
510,Muhos,FI,2022-07-20 20:01:36,64.808,25.9931,60.58,90,100,4.45
511,Metaxades,GR,2022-07-20 20:01:36,41.4204,26.225,67.62,46,0,3.04
512,Para De Minas,BR,2022-07-20 20:01:36,-19.8603,-44.6083,78.3,36,26,5.53
513,Camacha,PT,2022-07-20 20:01:37,33.0833,-16.3333,69.22,73,75,9.22
514,Andenes,NO,2022-07-20 20:01:37,69.3143,16.1194,58.98,88,75,9.22
515,Bardiyah,LY,2022-07-20 20:01:38,31.7561,25.0865,77.5,64,0,10.04
516,Victoria Point,AU,2022-07-20 20:01:39,-27.5833,153.3,61.18,87,100,3.0
517,Axim,GH,2022-07-20 20:01:39,4.8699,-2.2405,74.16,68,62,6.69
518,Kumluca,TR,2022-07-20 20:01:39,36.3703,30.2869,83.28,46,0,7.07
519,Shahganj,IN,2022-07-20 20:01:40,26.05,82.6833,84.06,77,100,8.21
520,Rodrigues Alves,BR,2022-07-20 20:01:41,-7.738,-72.6509,92.55,34,17,3.47
521,Ponta Delgada,PT,2022-07-20 20:01:41,37.7333,-25.6667,70.52,88,75,4.61
522,Dudinka,RU,2022-07-20 20:01:42,69.4058,86.1778,50.32,81,97,8.39
523,Tocopilla,CL,2022-07-20 20:00:43,-22.092,-70.1979,63.73,74,100,5.3
524,Fallon,US,2022-07-20 20:00:03,39.4735,-118.7774,94.44,18,0,2.64
525,Nishihara,JP,2022-07-20 20:01:42,26.1842,127.7558,83.48,89,98,9.22
526,Kantilo,IN,2022-07-20 20:01:43,20.35,85.1833,80.94,84,100,3.65
527,Kahului,US,2022-07-20 20:01:43,20.8947,-156.47,80.96,73,46,13.38
528,San Bartolome De Tirajana,ES,2022-07-20 20:01:43,27.9248,-15.5733,66.67,69,0,28.77
529,Beringovskiy,RU,2022-07-20 20:01:44,63.05,179.3167,42.53,79,100,18.52
530,Yao,JP,2022-07-20 20:01:45,34.6167,135.6,78.12,72,88,1.14
531,Aleksandrov Gay,RU,2022-07-20 19:58:46,50.147,48.5704,69.67,42,11,7.29
532,Pombas,CV,2022-07-20 20:01:45,17.1503,-25.0201,73.33,85,18,7.99
533,Salym,RU,2022-07-20 20:01:46,60.0625,71.4789,58.64,87,90,4.18
534,Nanortalik,GL,2022-07-20 20:01:46,60.1432,-45.2371,52.07,80,15,13.82
535,Redmond,US,2022-07-20 19:57:55,47.674,-122.1215,86.07,53,0,4.0
536,Liboro,PH,2022-07-20 20:01:47,13.8245,122.7295,79.2,89,100,4.81
537,Port Hawkesbury,CA,2022-07-20 20:01:47,45.6169,-61.3485,77.92,66,19,15.99
538,Viking,CA,2022-07-20 20:01:48,53.1001,-111.7684,68.7,52,2,16.84
539,Zhigansk,RU,2022-07-20 20:01:48,66.7697,123.3711,48.74,69,99,15.88
540,Simoes,BR,2022-07-20 20:01:48,-7.5989,-40.8178,83.88,35,7,10.31
541,Tucuma,BR,2022-07-20 20:01:49,-0.1833,-50.05,82.47,75,44,8.32
542,Great Falls,US,2022-07-20 19:58:15,47.5002,-111.3008,85.66,15,0,8.28
543,Conceicao Do Araguaia,BR,2022-07-20 20:01:49,-8.2578,-49.2647,94.06,22,1,5.19
544,Klyuchi,RU,2022-07-20 20:01:50,52.2667,79.1667,66.99,66,100,9.33
545,Cozumel,MX,2022-07-20 20:00:13,20.5083,-86.9458,88.0,69,10,11.99
546,Vallenar,CL,2022-07-20 20:01:50,-28.5708,-70.7581,68.29,46,100,4.43
547,Contamana,PE,2022-07-20 20:01:51,-7.3333,-75.0167,89.2,44,61,4.81
548,Buguda,IN,2022-07-20 20:01:51,19.8167,84.8,81.39,82,100,2.95
